Name,Employer,From,Experience,Keys
Senior QA Engineer (Blockchain),Quantori,,От 3 до 6 лет,"['Java', 'Английский язык', 'SQL', 'QA', 'Тестирование', 'Test Automation', 'Blockchain', 'Spring Framework', 'Gnosis', 'TheGraph', 'Ethereum']"
Middle Flutter/ Frontend Developer (Remote),"ЮТэйр, Авиакомпания",150000.0,От 1 года до 3 лет,"['Flutter', 'Android', 'iOS', 'Dart', 'ReactNative', 'Figma']"
Senior Developer (Angular/Node),ОнТаргет ЛАБС,292321.0,От 3 до 6 лет,"['AngularJS', 'JavaScript', 'Node.js', 'CSS', 'HTML', 'Angular', 'MongoDB', 'TypeScript', 'AWS', 'MEAN']"
Менеджер по работе с рекламодателями / Affiliate manager,Новые Технологии,100000.0,От 1 года до 3 лет,"['Английский язык', 'Грамотная речь', 'Деловая переписка', 'Internet', 'Активные продажи', 'Холодные продажи', 'Интернет-реклама', 'Реклама', 'Деловое общение', 'CPA']"
Менеджер по продажам,ТИМИГОР,52200.0,От 1 года до 3 лет,"['Активные продажи', 'Работа с возражениями', 'Грамотная речь', 'Сопровождение клиентов', 'Консультирование клиентов по телефону', 'CRM', 'Работа в команде']"
Copywriter,Смарт-Фрэнд,,От 3 до 6 лет,"['Английский язык', 'Копирайтинг', 'White paper']"
"Разработчик Android (Java,C/C++)",INPAS,,От 3 до 6 лет,[]
Начинающий специалист (Инженер),МегаФон,,Нет опыта,[]
QA (автотестирование),INPAS,,От 1 года до 3 лет,"['Python', 'Git', 'SQL', 'Pytest', 'Selenium', 'Тестирование', 'PyCharm']"
Java developer (NB-IoT Connector),Deutsche Telekom IT Solutions,,От 3 до 6 лет,[]
Senior Data Engineer,Quantori,,От 3 до 6 лет,"['Spark', 'SCALA', 'Data Analysis', 'Английский язык', 'Python', 'Java', 'R', 'SQL', 'ETL', 'NoSQL', 'AWS', 'Amazon Web Services', 'Azure', 'GCP', 'Google Cloud Services']"
Ведущий инженер по тестированию/QA engineer Middle в Platform V Product Pricing & Exchange Rates,SberTech,156600.0,От 1 года до 3 лет,[]
Senior Delivery Manager,Quantori,,Более 6 лет,"['Project management', 'Английский язык', 'Team management', 'Управление проектами', 'Delivery management', 'Agile Project Management']"
"Специалист в Call-сenter(удалённо, работа из дома)",Ozon,22881.0,Нет опыта,[]
Senior QA Automation (Java) Engineer,Quantori,,От 3 до 6 лет,"['Java', 'Английский язык', 'Apache Maven', 'Quality Control', 'Git', 'QA', 'QA Automation', 'Тестирование', 'BDD', 'Selenium IDE', 'Gradle']"
Java Architect,Emphasoft,,От 3 до 6 лет,"['Английский язык', 'Java EE', 'Java SE', 'SQL', 'JPA']"
Data Engineer (Spark),Quantori,,От 3 до 6 лет,"['Spark', 'Английский язык', 'Python', 'SQL', 'ETL', 'AWS', 'Amazon Web Services', 'Azure', 'GCP', 'Google Cloud Services', 'Databricks', 'Apache Airflow', 'AWS MWAA', 'AWS Glue', 'Apache NiFi']"
Java Developer (VW SSC),Deutsche Telekom IT Solutions,,От 3 до 6 лет,[]
Тестировщик ПО,Кволитика,50000.0,От 1 года до 3 лет,"['SQL', 'Функциональное тестирование', 'Postman', 'Тестирование пользовательского интерфейса', 'REST', 'Нагрузочное тестирование']"
Java developer (TTL Factory),Deutsche Telekom IT Solutions,,От 3 до 6 лет,[]
Junior Java/Kotlin Developer,Just AI,,Нет опыта,"['Spring Framework', 'Kotlin', 'Java']"
Junior Product/Project Manager,Рекруто,21750.0,Нет опыта,"['Product Management', 'Agile Project Management', 'Start-up project', 'Project management']"
С++ Game Developer (хоррор ILL),TeamClout,,Нет опыта,"['C++', 'UE4']"
Fullstack разработчик Ruby on Rails (Middle+/Senior),Wfolio,87000.0,Нет опыта,"['PostgreSQL', 'HTML', 'RSpec', 'Ruby On Rails']"
Senior Backend разработчик PHP (экосистема Avito),Баер Макспостер,,От 3 до 6 лет,"['MySQL', 'Git', 'Yii', 'Linux', 'PHP']"
Frontend Team Lead,Zenfuse,224001.0,Нет опыта,"['JavaScript', 'Teamleading', 'Лидерство', 'react', 'redux', 'Agile Project Management', 'Управление разработкой']"
Android developer,Газпром-медиа Развлекательное телевидение (ГПМ РТВ),,От 3 до 6 лет,"['Android SDK', 'Kotlin', 'Android']"
Младший специалист по информационной безопасности / аудитор - консультант,Дейтерий,50000.0,Нет опыта,"['Информационная безопасность', 'Информационные технологии', 'Linux', 'Технические средства информационной защиты', 'Средства криптографической защиты информации', 'Active Directory']"
Frontend Web (JS) разработчик,Lamantin It consulting,70000.0,От 1 года до 3 лет,"['JavaScript', 'Git', 'HTML5', 'CSS3', 'PHP', 'Vue.js', 'Frontend']"
Старший разработчик C/Ведущий программист/Software developer/Senior embedded C programmer,Лартех Телеком,140000.0,От 1 года до 3 лет,"['continuous integration', 'automated builds', 'ARM', 'rs232', 'rs485', 'RTOS', 'Рефакторинг кода', 'Оптимизация кода', 'C/C++', 'Английский язык', 'микроконтроллер', 'программная часть']"
Менеджер по подбору персонала IT,Touch Instinct,,Нет опыта,"['Подбор персонала', 'Адаптация']"
